"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"aca139fd-26bd-44cf-aac4-0ca4b6802cd7","dorvm6vtatvrtt.tei.xml","Ad Martis","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[209]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[209]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"a17d2762-1b45-4fe9-a841-3b384d6f9adb","dorvm6vtatvrtt.tei.xml","Tattaios","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[210]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[210]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"3773a35c-9ff9-4db9-a14b-275d42254f1e","dorvm6vtatvrtt.tei.xml","Ad Fines","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[211]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[211]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"8d484a92-64a6-4fe4-a915-12601ef2992c","dorvm6vtatvrtt.tei.xml","Pargais","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[212]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[212]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"a7bd2e28-40f5-4bb4-b375-116fae0ee914","dorvm6vtatvrtt.tei.xml","Ad Lotodos","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[213]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[213]::25","PLACE","","","","","","","UNVERIFIED","","","",""
"532b843d-ff19-446b-afc8-947da6f725aa","dorvm6vtatvrtt.tei.xml","Helice","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[214]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[214]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"bf7a8594-8927-4b4c-9fc5-07fec80b08c6","dorvm6vtatvrtt.tei.xml","Garsaura/Col. Claudia Archelais/Koloneia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[215]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[215]::55","PLACE","","","","","","","UNVERIFIED","","","",""
"8b9c90b5-8d8a-4f07-9d19-011e5c572482","dorvm6vtatvrtt.tei.xml","Col. Valentia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[216]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[216]::28","PLACE","","","","","","","UNVERIFIED","","","",""
"03177ee8-6f4a-49b0-88f4-674404554bcb","dorvm6vtatvrtt.tei.xml","Sirio","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[217]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[217]::20","PLACE","","","","","","","UNVERIFIED","","","",""
"6f8c69c4-2b32-49a4-933e-b678a4007a73","dorvm6vtatvrtt.tei.xml","Pannonia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[218]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[218]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"efe331b5-6c97-49cb-a265-a5412460bf69","dorvm6vtatvrtt.tei.xml","Ad Finem","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[219]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[219]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"c7167168-1006-4443-aba8-67190ed62c0e","dorvm6vtatvrtt.tei.xml","Galea","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[220]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[220]::20","PLACE","","","","","","","UNVERIFIED","","","",""
"dcca09e4-9f59-47e7-8709-c445eb1e7b9b","dorvm6vtatvrtt.tei.xml","Tarsus/Antiochia ad Cydnum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[221]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[221]::41","PLACE","","","","","","","UNVERIFIED","","","",""
"abc814be-8eb6-410c-b8c4-c2d98d63ffb9","dorvm6vtatvrtt.tei.xml","Caturigomagus","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[222]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[222]::28","PLACE","","","","","","","UNVERIFIED","","","",""
"cdedae6a-bbbc-4b6b-bb86-560dd32a6718","dorvm6vtatvrtt.tei.xml","Bolentia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[223]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[223]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"d26823a1-b689-44ea-b197-c7fdddeeb1f4","dorvm6vtatvrtt.tei.xml","‘Cardono’/Iovia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[224]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[224]::30","PLACE","","","","","","","UNVERIFIED","","","",""
"7d31bbbd-6a98-46a4-ad66-3245d3f5c2ed","dorvm6vtatvrtt.tei.xml","Elimberrum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[225]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[225]::25","PLACE","","","","","","","UNVERIFIED","","","",""
"e9adee74-0d4f-4b5e-ab92-3452e08338cf","dorvm6vtatvrtt.tei.xml","‘Cametas’","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[226]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[226]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"33f58a37-bc15-45d5-8949-7ff43648fa32","dorvm6vtatvrtt.tei.xml","Lagania/Anastasioupolis","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[227]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[227]::38","PLACE","","","","","","","UNVERIFIED","","","",""
"bf61888a-b2ea-4e6f-95a1-507101fd7088","dorvm6vtatvrtt.tei.xml","Palaestina","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[228]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[228]::25","PLACE","","","","","","","UNVERIFIED","","","",""
"fc198012-7cd8-4784-8024-9fb996e2d6bd","dorvm6vtatvrtt.tei.xml","Berytus/Laodikeia en te Phoinike/Col. Iulia Augusta Felix","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[229]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[229]::72","PLACE","","","","","","","UNVERIFIED","","","",""
"ab2ee170-e69e-4dce-829a-ab54d6c51d21","dorvm6vtatvrtt.tei.xml","Ad Sextum Miliarem","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[230]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[230]::33","PLACE","","","","","","","UNVERIFIED","","","",""
"52b7fc34-d985-4744-b7d1-0ca8e00b0ce1","dorvm6vtatvrtt.tei.xml","Augusta","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[231]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[231]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"58aa808d-1557-4ea9-a818-d9c72e319c1b","dorvm6vtatvrtt.tei.xml","Ad Medias","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[232]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[232]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"d4206ba1-efd3-4294-85b7-e1aa4390ef04","dorvm6vtatvrtt.tei.xml","Brixia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[233]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[233]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"e15c847f-97fe-485c-988c-426962e599df","dorvm6vtatvrtt.tei.xml","Bellintum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[234]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[234]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"078bae97-a77a-4c85-99f1-7b7017569db9","dorvm6vtatvrtt.tei.xml","Ramista","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[235]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[235]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"61c2267f-2efc-4c21-ac28-65bfda22dd94","dorvm6vtatvrtt.tei.xml","Tardequeia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[236]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[236]::25","PLACE","","","","","","","UNVERIFIED","","","",""
"802e6838-8556-44d5-99cf-b5dee102819e","dorvm6vtatvrtt.tei.xml","Carmel M.","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[237]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[237]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"c204c090-bae2-4eee-ba7a-2ec1fa927c91","dorvm6vtatvrtt.tei.xml","Bassiana","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[238]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[238]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"faba4b98-fec2-4265-9829-25bf700e2538","dorvm6vtatvrtt.tei.xml","Podandus","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[239]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[239]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"04163f0c-357b-466d-b2b5-6a91acf584f6","dorvm6vtatvrtt.tei.xml","Legio/Caporcotani/Maximianopolis","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[240]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[240]::47","PLACE","","","","","","","UNVERIFIED","","","",""
"6b37d3f0-926f-47ad-ba80-98275614494f","dorvm6vtatvrtt.tei.xml","Ad XII","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[241]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[241]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"d7733db8-c6a8-43a7-b1c5-a3c90e6cfe7d","dorvm6vtatvrtt.tei.xml","Populi","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[242]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[242]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"45d4403b-47ef-485d-a35a-86ac6b27ea8d","dorvm6vtatvrtt.tei.xml","Poetovio","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[243]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[243]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"1078dca8-5911-4072-85e0-131d46432668","dorvm6vtatvrtt.tei.xml","Col. Arausio","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[244]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[244]::27","PLACE","","","","","","","UNVERIFIED","","","",""
"49dd52d9-252f-4725-9b1b-20cfaa07e4f3","dorvm6vtatvrtt.tei.xml","Ernaginum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[245]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[245]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"d2358bb4-c753-4035-8526-99b1825489c7","dorvm6vtatvrtt.tei.xml","Samaria/Sebaste","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[246]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[246]::30","PLACE","","","","","","","UNVERIFIED","","","",""
"7c879262-e50e-4c01-ad20-8b1319a1f4c8","dorvm6vtatvrtt.tei.xml","‘Petobrogen’","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[247]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[247]::27","PLACE","","","","","","","UNVERIFIED","","","",""
"1dac3081-415e-4a39-9298-c4e00e7ad909","dorvm6vtatvrtt.tei.xml","Budalia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[248]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[248]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"9b22a9ae-7a52-4f4e-9cfd-31723eb7769e","dorvm6vtatvrtt.tei.xml","Tellegate","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[249]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[249]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"128e98a9-8185-4c23-8126-40ff38128533","dorvm6vtatvrtt.tei.xml","Remesiana","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[250]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[250]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"e758499e-78aa-48bb-8ecf-c28a896d71d5","dorvm6vtatvrtt.tei.xml","Porphyreon Polis","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[251]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[251]::31","PLACE","","","","","","","UNVERIFIED","","","",""
"b0d1129e-08c2-46ed-a1c5-588c5edb4c49","dorvm6vtatvrtt.tei.xml","Ad Nonum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[252]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[252]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"15c6c7fd-ea09-4851-9bf3-7bd9bcf80701","dorvm6vtatvrtt.tei.xml","Bruttus","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[253]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[253]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"1ea68745-6701-45eb-8f2e-f37e8a14d76c","dorvm6vtatvrtt.tei.xml","Ad Iovem","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[254]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[254]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"c5541b7e-fcb7-4018-8803-f4c2c95f8b8c","dorvm6vtatvrtt.tei.xml","‘Narco’","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[255]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[255]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"c320107d-0e45-4808-a74e-958127ff7508","dorvm6vtatvrtt.tei.xml","Sparata","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[256]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[256]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"6ca8f97e-0153-4a38-9a8d-7ec78857844f","dorvm6vtatvrtt.tei.xml","Prasmon","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[257]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[257]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"3b9428d5-c927-43b0-b8f1-50a21172975b","dorvm6vtatvrtt.tei.xml","*Oscincium","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[258]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[258]::25","PLACE","","","","","","","UNVERIFIED","","","",""
"2a4cb02a-17a1-4f57-bebf-45d9544303e7","dorvm6vtatvrtt.tei.xml","Pons Aureoli","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[259]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[259]::27","PLACE","","","","","","","UNVERIFIED","","","",""
"36d7c79e-5405-4ac1-8f48-d53a0a7e65f8","dorvm6vtatvrtt.tei.xml","Scythopolis/Nysa","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[260]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[260]::31","PLACE","","","","","","","UNVERIFIED","","","",""
"29711a4f-e477-4b03-aa84-2e281dcd4562","dorvm6vtatvrtt.tei.xml","Mnizos","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[261]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[261]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"8161c210-508a-4c2e-9d29-4b954c45e5e6","dorvm6vtatvrtt.tei.xml","Sostomagus","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[262]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[262]::25","PLACE","","","","","","","UNVERIFIED","","","",""
"10427a7f-8fd9-4f6e-9441-fcfff8c4583a","dorvm6vtatvrtt.tei.xml","Mons Seleucus","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[263]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[263]::28","PLACE","","","","","","","UNVERIFIED","","","",""
"9becb7b8-c388-4477-8a86-4a4b13b69e5d","dorvm6vtatvrtt.tei.xml","Cossium","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[264]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[264]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"a4b5e90c-c9de-4351-ab78-e2502cb933f4","dorvm6vtatvrtt.tei.xml","Tzouroulon/Silta?","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[265]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[265]::32","PLACE","","","","","","","UNVERIFIED","","","",""
"ddb2e8a3-ee43-4df9-9c00-1b8595e11649","dorvm6vtatvrtt.tei.xml","Cuttiae","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[266]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[266]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"5c026930-4a2f-412c-8d1e-867fde8c66b6","dorvm6vtatvrtt.tei.xml","Fluvio Frigido/Castra","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[267]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[267]::36","PLACE","","","","","","","UNVERIFIED","","","",""
"d437d132-1429-4420-9eb1-fa9470b87051","dorvm6vtatvrtt.tei.xml","Argentea","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[268]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[268]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"f20fd5e4-072c-4273-a598-6adc251fdba3","dorvm6vtatvrtt.tei.xml","Mursa","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[269]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[269]::20","PLACE","","","","","","","UNVERIFIED","","","",""
"162358b6-c97f-4422-a3e2-b041c8ac691f","dorvm6vtatvrtt.tei.xml","Naissus","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[270]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[270]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"97c8dafe-6705-410d-978c-1779fd8dc110","dorvm6vtatvrtt.tei.xml","Gordioukome/Iuliopolis","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[271]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[271]::37","PLACE","","","","","","","UNVERIFIED","","","",""
"77669b69-f3c3-447b-be02-8fc726eb9ecc","dorvm6vtatvrtt.tei.xml","Ballanstra","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[272]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[272]::25","PLACE","","","","","","","UNVERIFIED","","","",""
"fe5e52d4-2ee7-48fc-a943-429e13cdea1d","dorvm6vtatvrtt.tei.xml","Rhegion","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[273]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[273]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"1b5d8825-2e6a-4fe4-a1c7-04b709acef3a","dorvm6vtatvrtt.tei.xml","Cerebelliaca","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[274]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[274]::27","PLACE","","","","","","","UNVERIFIED","","","",""
"09befadb-1635-44f2-9c9b-29badff21591","dorvm6vtatvrtt.tei.xml","Serdica","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[275]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[275]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"b451e198-0601-4e94-8c52-f4fa51ae05d8","dorvm6vtatvrtt.tei.xml","*Hieronpotamon","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[276]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[276]::29","PLACE","","","","","","","UNVERIFIED","","","",""
"1890e6bb-e3a6-4b48-ae8c-588a5d8b1085","dorvm6vtatvrtt.tei.xml","Gaesao/Tyrium","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[277]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[277]::28","PLACE","","","","","","","UNVERIFIED","","","",""
"38413e77-2fc2-49bb-bf63-457d3853bbbd","dorvm6vtatvrtt.tei.xml","Gorbeus","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[278]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[278]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"ebb595c4-f163-412d-bb94-c93a04a83e39","dorvm6vtatvrtt.tei.xml","Chalcedon","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[279]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[279]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"f5a2fd9c-f6c6-4e8e-82b3-70a090494062","dorvm6vtatvrtt.tei.xml","Ad Sextum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[280]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[280]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"2d9f88e5-9998-486c-8321-68cce60a64f5","dorvm6vtatvrtt.tei.xml","Hebromagus/Eburomagus","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[281]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[281]::36","PLACE","","","","","","","UNVERIFIED","","","",""
"f2e0ad8d-4d98-477c-af04-1071eda2e8b0","dorvm6vtatvrtt.tei.xml","Bourdepa","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[282]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[282]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"f59fa860-18b4-498e-8479-a8e8dc366db0","dorvm6vtatvrtt.tei.xml","‘Piretis’","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[283]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[283]::24","PLACE","","","","","","","UNVERIFIED","","","",""
