"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"0b8a81b2-217b-4145-bd6a-96b16e423ce8","dorvm6vtatvrtt.tei.xml","Sirmium","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[1]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[1]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"91c2c345-b0c9-40d8-834d-bbcbe2ac7650","dorvm6vtatvrtt.tei.xml","Untitled","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[2]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[2]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"8bb7fc81-e617-416f-98fb-fa2fe6b5dd86","dorvm6vtatvrtt.tei.xml","Tres Arbores","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[3]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[3]::27","PLACE","","","","","","","UNVERIFIED","","","",""
"0ebb4bf2-21f5-43ed-a871-5db4d448ff1c","dorvm6vtatvrtt.tei.xml","Augusta Taurinorum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[4]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[4]::33","PLACE","","","","","","","UNVERIFIED","","","",""
"c2285355-fad4-4010-8897-fc60b7578fe7","dorvm6vtatvrtt.tei.xml","Ad Labores Pontis Ulcae/‘Leutuoano’","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[5]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[5]::50","PLACE","","","","","","","UNVERIFIED","","","",""
"07239cbe-17f4-4a8a-a7df-2d32b4fc7cc4","dorvm6vtatvrtt.tei.xml","Stratonos Pyrgos/Caesarea","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[6]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[6]::40","PLACE","","","","","","","UNVERIFIED","","","",""
"25df5221-8b78-46e9-8140-e9dfe98b42f9","dorvm6vtatvrtt.tei.xml","Altinum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[7]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[7]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"f8149c40-51cd-4938-b20c-da45e521b3d1","dorvm6vtatvrtt.tei.xml","Alexandria ad Issum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[8]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[8]::34","PLACE","","","","","","","UNVERIFIED","","","",""
"570ec78a-eeab-4c61-9842-7aad2e403d54","dorvm6vtatvrtt.tei.xml","Batiana","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[9]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[9]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"bb95557a-decb-41ac-81c7-cee493b90766","dorvm6vtatvrtt.tei.xml","Umbennum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[10]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[10]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"c3f52b48-45cf-44db-8247-033e00bfac31","dorvm6vtatvrtt.tei.xml","Ad VIII","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[11]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[11]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"20f573c4-636c-4ecb-9fe3-2cf0fb031524","dorvm6vtatvrtt.tei.xml","Araura/Cessero","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[12]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[12]::29","PLACE","","","","","","","UNVERIFIED","","","",""
"b6cdbb7e-5375-42e9-b513-92269a367fa6","dorvm6vtatvrtt.tei.xml","Iulia Concordia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[13]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[13]::30","PLACE","","","","","","","UNVERIFIED","","","",""
"c8f21c89-7154-40f0-8b34-a3e9d2c1d1db","dorvm6vtatvrtt.tei.xml","Rama","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[14]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[14]::19","PLACE","","","","","","","UNVERIFIED","","","",""
"9552ac6a-ad65-430b-98bc-0cde33e28988","dorvm6vtatvrtt.tei.xml","Sarepta/Makra Kome","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[15]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[15]::33","PLACE","","","","","","","UNVERIFIED","","","",""
"e8646917-4045-4042-adf8-6174a72da219","dorvm6vtatvrtt.tei.xml","Andabalis","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[16]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[16]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"3c7f19f7-2d6c-47a4-8695-89a9e16e7724","dorvm6vtatvrtt.tei.xml","Col. Dea Vocontiorum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[17]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[17]::35","PLACE","","","","","","","UNVERIFIED","","","",""
"86ff5516-4fb1-43e6-95ee-34d348b1ce34","dorvm6vtatvrtt.tei.xml","Durriae","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[18]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[18]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"e3565fd0-b93d-4020-b2c4-a26f1b51aa08","dorvm6vtatvrtt.tei.xml","Pons Aerarius","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[19]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[19]::28","PLACE","","","","","","","UNVERIFIED","","","",""
"3e99790d-6e6f-4788-a5f1-a681795fd43a","dorvm6vtatvrtt.tei.xml","Mursella","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[20]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[20]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"d2a25e36-2e75-4ca9-a9f3-c613dc0a947a","dorvm6vtatvrtt.tei.xml","‘Extuomne’","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[21]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[21]::25","PLACE","","","","","","","UNVERIFIED","","","",""
"db73c15b-b8c1-48fa-9e36-bac51afee0cf","dorvm6vtatvrtt.tei.xml","Sextantio","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[22]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[22]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"a811d7d9-dec2-49a0-8b8f-f06fe0bae393","dorvm6vtatvrtt.tei.xml","Roma","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[23]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[23]::19","PLACE","","","","","","","UNVERIFIED","","","",""
"71321af8-c459-4e07-9488-d5cf92c4e5b0","dorvm6vtatvrtt.tei.xml","Nicomedia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[24]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[24]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"06e50ac9-c5a1-46de-9931-2e210a1ff543","dorvm6vtatvrtt.tei.xml","‘Translitis’","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[25]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[25]::27","PLACE","","","","","","","UNVERIFIED","","","",""
"1caa173a-c708-46b7-b81f-c29fa048cd8a","dorvm6vtatvrtt.tei.xml","Tyana/Col. Aurelia Antoniniana","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[26]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[26]::45","PLACE","","","","","","","UNVERIFIED","","","",""
"1d207317-1beb-415e-ac43-f0f3a22fbfb7","dorvm6vtatvrtt.tei.xml","Pannonia Inferior (province)","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[27]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[27]::43","PLACE","","","","","","","UNVERIFIED","","","",""
"7f22626b-f35a-4c97-9ed7-5de3c2013e90","dorvm6vtatvrtt.tei.xml","Perinthus/Heraclea","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[28]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[28]::33","PLACE","","","","","","","UNVERIFIED","","","",""
"779840f5-7d2d-4059-8aa6-46342f13a9e4","dorvm6vtatvrtt.tei.xml","Latina","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[29]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[29]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"f4de00b0-ab2d-43c0-baa4-79523e8ec17f","dorvm6vtatvrtt.tei.xml","Cest(a)e","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[30]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[30]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"b433f489-3acf-4401-90bd-c471d1d84759","dorvm6vtatvrtt.tei.xml","Dableis","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[31]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[31]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"67e962ab-2d02-4dde-82b1-4be57e687855","dorvm6vtatvrtt.tei.xml","Bergomum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[32]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[32]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"5b56c84a-1753-4c06-bcd1-7b088f4dedee","dorvm6vtatvrtt.tei.xml","Altina","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[33]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[33]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"ca453aa4-ac98-4d60-aa08-d508697871f8","dorvm6vtatvrtt.tei.xml","Spaneta","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[34]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[34]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"b725dfdf-bb83-4755-abc3-5dac6230de97","dorvm6vtatvrtt.tei.xml","Caena","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[35]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[35]::20","PLACE","","","","","","","UNVERIFIED","","","",""
"10028068-c062-47e7-ba23-87b6ff765618","dorvm6vtatvrtt.tei.xml","Galatia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[36]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[36]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"9e20b817-13f9-49d6-b07f-0f3346352fc2","dorvm6vtatvrtt.tei.xml","In Alpe Iulia/Ad Pirum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[37]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[37]::37","PLACE","","","","","","","UNVERIFIED","","","",""
"79a9add3-ddfc-4b52-8c08-1e271190012c","dorvm6vtatvrtt.tei.xml","Longaticum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[38]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[38]::25","PLACE","","","","","","","UNVERIFIED","","","",""
"7b07a14c-857a-40d2-a6b4-0f70cf00e5a9","dorvm6vtatvrtt.tei.xml","Katabolos/Moutloubake","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[39]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[39]::36","PLACE","","","","","","","UNVERIFIED","","","",""
"dd99638e-93b9-42ae-b2df-5ed5ab0ff620","dorvm6vtatvrtt.tei.xml","Ambrussum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[40]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[40]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"a78b5561-b8f1-4a25-bc9b-48d27e080c23","dorvm6vtatvrtt.tei.xml","Ozzala/Ozizala","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[41]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[41]::29","PLACE","","","","","","","UNVERIFIED","","","",""
"e701989f-b493-4b4f-aa5c-a1b22e496375","dorvm6vtatvrtt.tei.xml","Laumellum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[42]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[42]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"a813785c-be6c-4b76-8e96-d11fa71a28c4","dorvm6vtatvrtt.tei.xml","Iezreel/Isdradela","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[43]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[43]::32","PLACE","","","","","","","UNVERIFIED","","","",""
"d71baf38-5fe2-498c-a41f-30d75f8f3ef5","dorvm6vtatvrtt.tei.xml","Soneio","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[44]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[44]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"eacb0111-291d-4815-a7a6-c01d48bcdd1d","dorvm6vtatvrtt.tei.xml","Heldua","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[45]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[45]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"a882716a-9a2e-469a-9ebb-d4c3471193b1","dorvm6vtatvrtt.tei.xml","Gramrianae","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[46]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[46]::25","PLACE","","","","","","","UNVERIFIED","","","",""
"e3185ab6-9ecd-464d-a755-d83042f3a4f4","dorvm6vtatvrtt.tei.xml","Idimum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[47]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[47]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"3e62fc72-5ed1-498e-bfd1-843238ec2b45","dorvm6vtatvrtt.tei.xml","Potamoi","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[48]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[48]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"d8b2c8e5-bb26-4bc9-91d4-972ffff79d92","dorvm6vtatvrtt.tei.xml","Atrans","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[49]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[49]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"bb5673b1-4ae9-42af-be2a-32e86bc5e4f0","dorvm6vtatvrtt.tei.xml","Vappincum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[50]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[50]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"d6a9c0b9-644d-449d-ad70-f844df83ef16","dorvm6vtatvrtt.tei.xml","Mediolan(i)um","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[51]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[51]::28","PLACE","","","","","","","UNVERIFIED","","","",""
"fc017565-7e5d-49a5-bbf1-5cb367703deb","dorvm6vtatvrtt.tei.xml","Maraccas","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[52]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[52]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"85820444-fbf6-44ce-9ceb-359a5ae89133","dorvm6vtatvrtt.tei.xml","Antarados/Constantia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[53]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[53]::35","PLACE","","","","","","","UNVERIFIED","","","",""
"695623c9-35ed-4c09-a873-ef8d00753799","dorvm6vtatvrtt.tei.xml","Forum Domitii","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[54]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[54]::28","PLACE","","","","","","","UNVERIFIED","","","",""
"c470de5c-fdce-4f05-89fb-07d3d689cd86","dorvm6vtatvrtt.tei.xml","‘Tarpodizo’","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[55]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[55]::26","PLACE","","","","","","","UNVERIFIED","","","",""
"95d383ab-50ea-4957-b3b2-62d399e3e4f7","dorvm6vtatvrtt.tei.xml","Helikore/Nicaea","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[56]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[56]::30","PLACE","","","","","","","UNVERIFIED","","","",""
"deb97367-45c5-4abe-a46a-f083685ed567","dorvm6vtatvrtt.tei.xml","Moesiae","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[57]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[57]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"7f44d1fb-45b4-418a-842c-0b1076f278f3","dorvm6vtatvrtt.tei.xml","Ceratae","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[58]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[58]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"9944334b-57a2-465d-ab2b-48b03ab69ebd","dorvm6vtatvrtt.tei.xml","Cappadocia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[59]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[59]::25","PLACE","","","","","","","UNVERIFIED","","","",""
"c91149d2-2827-4b85-801d-6b191d486c5d","dorvm6vtatvrtt.tei.xml","Dr(o)usipara","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[60]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[60]::27","PLACE","","","","","","","UNVERIFIED","","","",""
"7d599dcb-8c35-4b43-a35a-c7da27e96c44","dorvm6vtatvrtt.tei.xml","Libyssa","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[61]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[61]::22","PLACE","","","","","","","UNVERIFIED","","","",""
"a236164e-662b-4de9-82e1-2d32ea503cb1","dorvm6vtatvrtt.tei.xml","Laodicea","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[62]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[62]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"62214b91-ad9a-4b9f-be51-f42b9726d906","dorvm6vtatvrtt.tei.xml","Sarmates","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[63]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[63]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"864c8d4d-82c0-4c60-a9be-f1a1726a1955","dorvm6vtatvrtt.tei.xml","‘Thateso’","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[64]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[64]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"e7bd85b4-84d3-4e2a-9f9b-34f0dcd4f5db","dorvm6vtatvrtt.tei.xml","‘Ulmo’","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[65]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[65]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"ca84b8b3-8559-43d0-bf0c-c7ae6677350a","dorvm6vtatvrtt.tei.xml","Milia","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[66]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[66]::20","PLACE","","","","","","","UNVERIFIED","","","",""
"44197d00-7f78-4bcd-8153-10a64edaa785","dorvm6vtatvrtt.tei.xml","‘Chogeae’","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[67]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[67]::24","PLACE","","","","","","","UNVERIFIED","","","",""
"88928f43-759d-4d55-9258-83e1e1967b09","dorvm6vtatvrtt.tei.xml","Phoenice","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[68]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[68]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"9219aaf9-9b0f-4e92-9e6b-37f589ea8302","dorvm6vtatvrtt.tei.xml","Cambonum","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[69]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[69]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"7630e8ea-4b48-4d87-b0cc-3640999e8e69","dorvm6vtatvrtt.tei.xml","Nike","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[70]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[70]::19","PLACE","","","","","","","UNVERIFIED","","","",""
"b14c2f38-5aaf-44c3-aa74-9015b55f41ea","dorvm6vtatvrtt.tei.xml","Pagrae","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[71]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[71]::21","PLACE","","","","","","","UNVERIFIED","","","",""
"8d6b6cd5-1c3d-47d2-8051-fd8149eff023","dorvm6vtatvrtt.tei.xml","Nitazi/Nitalis","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[72]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[72]::29","PLACE","","","","","","","UNVERIFIED","","","",""
"0cf109a5-e868-4ad7-b7b6-878150d17349","dorvm6vtatvrtt.tei.xml","Gaura M.","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[73]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[73]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"16a3dd61-a13f-48c9-800e-d00dadac529e","dorvm6vtatvrtt.tei.xml","‘Brunca’","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[74]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[74]::23","PLACE","","","","","","","UNVERIFIED","","","",""
"9cd85159-0e9f-4380-87e0-7dec2ec927e7","dorvm6vtatvrtt.tei.xml","Ad Flexum/Sermione Mansio","from=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[75]::15;to=/TEI[1]/teiHeader[1]/profileDesc[1]/settingDesc[1]/listPlace[1]/place[75]::40","PLACE","","","","","","","UNVERIFIED","","","",""
